Acadept,Degname,Major,Acad Yr,Count of OSIR
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2023,48
HLTH,BS,Medical Laboratory Sciences (BS),2023,37
HLTH,BS,Public Health-Health Promotion (BS),2022,8
HLTH,BS,Public Health-Environment and Health (BS),2022,6
HLTH,BS,Public Health - Health Administration (BS),2022,57
HLTH,BS,Public Health - Gen Public Health (BS),2022,13
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2022,56
HLTH,BS,Medical Laboratory Sciences (BS),2022,44
HLTH,BS,Public Health-Health Promotion (BS),2021,14
HLTH,BS,Public Health-Environment and Health (BS),2021,11
HLTH,BS,Public Health - Health Administration (BS),2021,72
HLTH,BS,Public Health - Gen Public Health (BS),2021,14
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2021,69
HLTH,BS,Medical Laboratory Sciences (BS),2021,41
HLTH,BS,Public Health-Health Promotion (BS),2020,21
HLTH,BS,Public Health-Environment and Health (BS),2020,22
HLTH,BS,Public Health - Health Administration (BS),2020,81
HLTH,BS,Public Health - Gen Public Health (BS),2020,21
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2020,87
HLTH,BS,Medical Laboratory Sciences (BS),2020,40
HLTH,BS,Public Health-Health Promotion (BS),2019,21
HLTH,BS,Public Health-Environment and Health (BS),2019,19
HLTH,BS,Public Health - Health Administration (BS),2019,86
HLTH,BS,Public Health - Gen Public Health (BS),2019,29
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2019,100
HLTH,BS,Medical Laboratory Sciences (BS),2019,40
HLTH,BS,Public Health-Health Promotion (BS),2018,50
HLTH,BS,Public Health-Environment and Health (BS),2018,25
HLTH,BS,Public Health - Health Administration (BS),2018,111
HLTH,BS,Public Health - Gen Public Health (BS),2018,34
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2018,112
HLTH,BS,Medical Laboratory Sciences (BS),2018,52
HLTH,BS,Public Health-Health Promotion (BS),2017,79
HLTH,BS,Public Health-Environment and Health (BS),2017,27
HLTH,BS,Public Health - Health Administration (BS),2017,113
HLTH,BS,Public Health - Gen Public Health (BS),2017,29
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2017,124
HLTH,BS,Medical Laboratory Sciences (BS),2017,60
HLTH,BS,Public Health-Health Promotion (BS),2016,62
HLTH,BS,Public Health-Environment and Health (BS),2016,31
HLTH,BS,Public Health - Health Administration (BS),2016,118
HLTH,BS,Public Health - Gen Public Health (BS),2016,38
HLTH,BS,"Nutrition, Dietetics, and Wellness (BS)",2016,134
HLTH,BS,Medical Laboratory Sciences (BS),2016,59
HLTH,BSED,Health Education (BSED),2016,8
HLTH,MAT,"Health Education, 6-12 and Middle School (MAT)",2016,1
HLTH,MPH,Public Health - Health Services Management (MPH),2025,23
HLTH,MPH,Public Health - Health Promotion (MPH),2025,12
HLTH,MPH,Public Health - Health Services Management (MPH),2024,24
HLTH,MPH,Public Health - Health Promotion (MPH),2024,17
HLTH,MPH,Public Health - Health Services Management (MPH),2023,36
HLTH,MPH,Public Health - Health Promotion (MPH),2023,38
HLTH,MPH,Public Health - Health Services Management (MPH),2022,50
HLTH,MPH,Public Health - Health Promotion (MPH),2022,62
HLTH,MPH,Public Health - Health Services Management (MPH),2021,51
HLTH,MPH,Public Health - Health Promotion (MPH),2021,79
HLTH,MPH,Public Health - Health Services Management (MPH),2020,51
HLTH,MPH,Public Health - Health Promotion (MPH),2020,84
HLTH,MPH,Public Health - Health Services Management (MPH),2019,41
HLTH,MPH,Public Health - Health Promotion (MPH),2019,63
HLTH,MPH,Public Health - Health Services Management (MPH),2018,25
HLTH,MPH,Public Health - Health Promotion (MPH),2018,38
HLTH,MPH,Public Health - Health Services Management (MPH),2017,24
HLTH,MPH,Public Health - Health Promotion (MPH),2017,24
HLTH,MPH,Public Health - Health Services Management (MPH),2016,26
HLTH,MPH,Public Health - Health Promotion (MPH),2016,24
HLTH,MS,Nutrition (MS),2025,46
HLTH,MS,Nutrition and Dietetics (MS),2024,44
HLTH,MS,Nutrition and Dietetics (MS),2023,42
HLTH,MS,Nutrition and Dietetics (MS),2022,42
HLTH,MS,Nutrition and Dietetics (MS),2021,38
HLTH,MS,Nutrition and Dietetics (MS),2020,37
HLTH,MS,Nutrition and Dietetics (MS),2019,41
HLTH,MS,Nutrition and Dietetics (MS),2018,42
HLTH,MS,Nutrition and Dietetics (MS),2017,42
HLTH,MS,Nutrition and Dietetics (MS),2016,43
IHP,BS,Rehabilitation and Disability Services (BS),2025,31
IHP,BS,Health Sciences: General (BS),2025,753
IHP,BS,Health Sciences: Degree Completion (BS),2025,51
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2025,133
IHP,BS,Rehabilitation and Disability Services (BS),2024,26
IHP,BS,Health Sciences: General (BS),2024,659
IHP,BS,Health Sciences: Degree Completion (BS),2024,44
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2024,108
IHP,BS,Rehabilitation and Disability Services (BS),2023,35
IHP,BS,Health Sciences: General (BS),2023,665
IHP,BS,Health Sciences: Degree Completion (BS),2023,50
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2023,99
IHP,BS,Rehabilitation and Disability Services (BS),2022,45
IHP,BS,Health Sciences: General (BS),2022,607
IHP,BS,Health Sciences: Degree Completion (BS),2022,42
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2022,137
IHP,BS,Rehabilitation and Disability Services (BS),2021,61
IHP,BS,Health Sciences: General (BS),2021,673
IHP,BS,Health Sciences: Degree Completion (BS),2021,53
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2021,181
IHP,BS,Rehabilitation and Disability Services (BS),2020,98
IHP,BS,Health Sciences: General (BS),2020,577
IHP,BS,Health Sciences: Degree Completion (BS),2020,43
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2020,201
IHP,BS,Rehabilitation and Disability Services (BS),2019,130
IHP,BS,Health Sciences: General (BS),2019,526
IHP,BS,Health Sciences: Degree Completion (BS),2019,36
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2019,208
IHP,BS,Rehabilitation and Disability Services (BS),2018,161
IHP,BS,Health Sciences: General (BS),2018,504
IHP,BS,Health Sciences: Degree Completion (BS),2018,35
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2018,254
IHP,BS,Rehabilitation and Disability Services (BS),2017,196
IHP,BS,Health Sciences: General (BS),2017,200
IHP,BS,Health Sciences: Degree Completion (BS),2017,22
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2017,314
IHP,BS,Rehabilitation and Disability Services (BS),2016,237
IHP,BS,Health Sciences - Pre-Physical Therapy (BS),2016,326
IHP,MS,Rehabilitation Counseling (MS),2025,18
IHP,MS,Health Sciences (MS),2025,14
IHP,MS,Rehabilitation Counseling (MS),2024,12
IHP,MS,Health Sciences (MS),2024,11
IHP,MS,Rehabilitation Counseling (MS),2023,16
IHP,MS,Health Sciences (MS),2023,11
IHP,MS,Rehabilitation Counseling (MS),2022,11
IHP,MS,Health Sciences (MS),2022,5
IHP,MS,Rehabilitation Counseling (MS),2021,15
IHP,MS,Health Sciences (MS),2021,5
IHP,MS,Rehabilitation Counseling (MS),2020,12
IHP,MS,Health Sciences (MS),2020,6
IHP,MS,Rehabilitation Counseling (MS),2019,13
IHP,MS,Health Sciences (MS),2019,3
IHP,MS,Rehabilitation Counseling (MS),2018,17
IHP,MS,Rehabilitation Counseling (MS),2017,24
ISYE,BS,ISYE-Manufacturing Systems (BS),2025,7
ISYE,BS,Industrial & Systems Engineering (BS),2025,55
ISYE,BS,Health Systems Engineering (BS),2025,1
ISYE,BS,Engineering Management (BS),2025,9
ISYE,BS,ISYE-Manufacturing Systems (BS),2024,7
ISYE,BS,Industrial & Systems Engineering (BS),2024,51
ISYE,BS,Health and Systems Engineering (BS),2024,3
ISYE,BS,Engineering Management (BS),2024,8
ISYE,BS,ISYE-Manufacturing Systems (BS),2023,5
ISYE,BS,Industrial & Systems Engineering (BS),2023,49
ISYE,BS,Health and Systems Engineering (BS),2023,3
ISYE,BS,Engineering Management (BS),2023,11
ISYE,BS,ISYE-Manufacturing Systems (BS),2022,8
ISYE,BS,Industrial & Systems Engineering (BS),2022,49
ISYE,BS,Health and Systems Engineering (BS),2022,1
ISYE,BS,Engineering Management (BS),2022,16
ISYE,BS,ISYE-Manufacturing Systems (BS),2021,9
ISYE,BS,Industrial & Systems Engineering (BS),2021,50
ISYE,BS,Health and Systems Engineering (BS),2021,1
ISYE,BS,Engineering Management (BS),2021,17
ISYE,BS,ISYE-Manufacturing Systems (BS),2020,13
ISYE,BS,Industrial & Systems Engineering (BS),2020,52
ISYE,BS,Health and Systems Engineering (BS),2020,2
ISYE,BS,Engineering Management (BS),2020,20
ISYE,BS,ISYE-Manufacturing Systems (BS),2019,10
ISYE,BS,Industrial & Systems Engineering (BS),2019,55
ISYE,BS,Health and Systems Engineering (BS),2019,4
ISYE,BS,Engineering Management (BS),2019,18
ISYE,BS,ISYE-Manufacturing Systems (BS),2018,9
ISYE,BS,Industrial & Systems Engineering (BS),2018,62
ISYE,BS,Health and Systems Engineering (BS),2018,4
ISYE,BS,Engineering Management (BS),2018,20
ISYE,BS,ISYE-Manufacturing Systems (BS),2017,8
ISYE,BS,Industrial & Systems Engineering (BS),2017,65
ISYE,BS,Health and Systems Engineering (BS),2017,5
ISYE,BS,Engineering Management (BS),2017,33
ISYE,BS,ISYE-Manufacturing Systems (BS),2016,11
ISYE,BS,Industrial & Systems Engineering (BS),2016,80
ISYE,BS,Health and Systems Engineering (BS),2016,7
ISYE,BS,Engineering Management (BS),2016,33
ISYE,MS,ISYE-Engineering Management (MS),2025,21
ISYE,MS,Industrial and Systems Engineering (MS),2025,31
ISYE,MS,ISYE-Engineering Management (MS),2024,26
ISYE,MS,Industrial and Systems Engineering (MS),2024,50
ISYE,MS,ISYE-Engineering Management (MS),2023,28
ISYE,MS,Industrial and Systems Engineering (MS),2023,77
ISYE,MS,ISYE-Engineering Management (MS),2022,34
ISYE,MS,Industrial and Systems Engineering (MS),2022,72
ISYE,MS,ISYE-Engineering Management (MS),2021,37
ISYE,MS,Industrial and Systems Engineering (MS),2021,51
ISYE,MS,ISYE-Engineering Management (MS),2020,38
ISYE,MS,Industrial and Systems Engineering (MS),2020,63
ISYE,MS,ISYE-Engineering Management (MS),2019,30
ISYE,MS,Industrial and Systems Engineering (MS),2019,107
ISYE,MS,ISYE-Engineering Management (MS),2018,18
ISYE,MS,Industrial and Systems Engineering (MS),2018,107
ISYE,MS,ISYE-Engineering Management (MS),2017,16
ISYE,MS,Industrial and Systems Engineering (MS),2017,119
ISYE,MS,ISYE-Engineering Management (MS),2016,20
ISYE,MS,Industrial and Systems Engineering (MS),2016,149
ISYE,PHD,Industrial and Systems Engineering (PHD),2025,9
ISYE,PHD,Industrial and Systems Engineering (PHD),2024,6
ISYE,PHD,Industrial and Systems Engineering (PHD),2023,4
ISYE,PHD,Industrial and Systems Engineering (PHD),2022,5
ISYE,PHD,Industrial and Systems Engineering (PHD),2021,2
KNPE,,Pre-Athletic Training,2025,1
KNPE,,Pre-Athletic Training,2018,5
KNPE,,Pre-Athletic Training,2017,45
KNPE,,Pre-Athletic Training,2016,41
KNPE,BS,Sport Management (BS),2025,227
KNPE,BS,Kinesiology (BS),2025,235
KNPE,BS,Sport Management (BS),2024,201
KNPE,BS,Kinesiology (BS),2024,219
KNPE,BS,Sport Management (BS),2023,201
KNPE,BS,Kinesiology (BS),2023,218
KNPE,BS,Sport Management (BS),2022,181
KNPE,BS,Kinesiology (BS),2022,231
KNPE,BS,Sport Management (BS),2021,144
KNPE,BS,Kinesiology (BS),2021,214
KNPE,BS,Sport Management (BS),2020,129
KNPE,BS,Kinesiology (BS),2020,240
KNPE,BS,Athletic Training (BS),2020,11
KNPE,BS,Sport Management (BS),2019,66
KNPE,BS,Kinesiology (BS),2019,238
KNPE,BS,Athletic Training (BS),2019,31
KNPE,BS,Kinesiology (BS),2018,249
KNPE,BS,Athletic Training (BS),2018,51
KNPE,BS,Kinesiology (BS),2017,248
KNPE,BS,Athletic Training (BS),2017,65
KNPE,BS,Kinesiology (BS),2016,274
KNPE,BS,Athletic Training (BS),2016,66
KNPE,BSED,Physical Education (BSED),2025,135
KNPE,BSED,Physical Education (BSED),2024,121
KNPE,BSED,Physical Education (BSED),2023,111
KNPE,BSED,Physical Education (BSED),2022,110
KNPE,BSED,Physical Education (BSED),2021,120
KNPE,BSED,Physical Education (BSED),2020,124
KNPE,BSED,Physical Education (BSED),2019,122
KNPE,BSED,Physical Education (BSED),2018,109
KNPE,BSED,Physical Education (BSED),2017,99
KNPE,BSED,Physical Education (BSED),2016,115
KNPE,MS,Sport Management (MS),2025,39
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2025,22
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2025,22
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2025,13
KNPE,MS,Athletic Training (MS),2025,19
KNPE,MS,Sport Management (MS),2024,49
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2024,20
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2024,25
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2024,17
KNPE,MS,Athletic Training (MS),2024,19
KNPE,MS,Sport Management (MS),2023,37
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2023,20
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2023,29
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2023,16
KNPE,MS,Athletic Training (MS),2023,16
KNPE,MS,Sport Management (MS),2022,29
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2022,22
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2022,29
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2022,12
KNPE,MS,Athletic Training (MS),2022,14
KNPE,MS,Sport Management (MS),2021,41
KNPE,MS,Kinesiology and Physical Education - Sport and Exercise Psychology (MS),2021,9
KNPE,MS,Kinesiology and Physical Education - Physical Education Pedagogy (MS),2021,8
KNPE,MS,Kinesiology and Physical Education - Exercise Physiology (MS),2021,4
KNPE,MS,Athletic Training (MS),2021,7
KNPE,MS,Sport Management (MS),2020,45
KNPE,MS,Sport Management (MS),2019,46
KNPE,MS,Sport Management (MS),2018,49
KNPE,MS,Sport Management (MS),2017,59
KNPE,MS,Sport Management (MS),2016,63
KNPE,MSED,Sport and Exercise Psychology (MSED),2023,1
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2023,4
KNPE,MSED,Sport and Exercise Psychology (MSED),2022,4
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2022,2
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2022,11
KNPE,MSED,Sport and Exercise Psychology (MSED),2021,20
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2021,17
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2021,28
KNPE,MSED,Adapted Physical Education (MSED),2021,4
KNPE,MSED,Sport and Exercise Psychology (MSED),2020,22
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2020,30
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2020,26
KNPE,MSED,Kinesiology and Physical Education (MSED),2020,1
KNPE,MSED,Adapted Physical Education (MSED),2020,6
KNPE,MSED,Sport and Exercise Psychology (MSED),2019,22
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2019,26
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2019,13
KNPE,MSED,Adapted Physical Education (MSED),2019,5
KNPE,MSED,Sport and Exercise Psychology (MSED),2018,28
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2018,29
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2018,13
KNPE,MSED,Adapted Physical Education (MSED),2018,10
KNPE,MSED,Sport and Exercise Psychology (MSED),2017,15
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2017,23
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2017,18
KNPE,MSED,Adapted Physical Education (MSED),2017,9
KNPE,MSED,Sport and Exercise Psychology (MSED),2016,8
KNPE,MSED,Physical Education - Exercise Physiology (MSED),2016,28
KNPE,MSED,Pedagogy - Curriculum Development in Physical Education (MSED),2016,17
KNPE,MSED,Adapted Physical Education (MSED),2016,10
KNPE,PHD,Kinesiology and Physical Education (PHD),2025,8
KNPE,PHD,Kinesiology and Physical Education (PHD),2024,7
KNPE,PHD,Kinesiology and Physical Education (PHD),2023,3
KNPE,PHD,Kinesiology and Physical Education (PHD),2022,3
KNPE,PHD,Kinesiology and Physical Education (PHD),2021,2
LAW,JD,Law (JD),2025,352
LAW,JD,Law (JD),2024,338
LAW,JD,Law (JD),2023,314
LAW,JD,Law (JD),2022,312
LAW,JD,Law (JD),2021,321
LAW,JD,Law (JD),2020,307
LAW,JD,Law (JD),2019,274
LAW,JD,Law (JD),2018,260
LAW,JD,Law (JD),2017,269
LAW,JD,Law (JD),2016,264
LEPF,EDD,Educational Leadership and Policy Studies (EDD),2025,65
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2025,17
LEPF,EDD,Educational Administration (EDD),2025,2
LEPF,EDD,Educational Leadership and Policy Studies (EDD),2024,45
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2024,30
LEPF,EDD,Educational Administration (EDD),2024,2
LEPF,EDD,Educational Leadership and Policy Studies (EDD),2023,3
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2023,49
LEPF,EDD,Educational Administration (EDD),2023,2
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2022,60
LEPF,EDD,Educational Administration (EDD),2022,3
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2021,33
LEPF,EDD,Educational Administration (EDD),2021,5
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2020,35
LEPF,EDD,Educational Administration (EDD),2020,7
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2019,20
LEPF,EDD,Educational Administration (EDD),2019,13
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2018,11
LEPF,EDD,Educational Administration (EDD),2018,20
LEPF,EDD,Educational Leadership & Policy Studies: Educational Leadership (EDD),2017,9
LEPF,EDD,Educational Administration (EDD),2017,41
LEPF,EDD,Educational Psychology (EDD),2016,3
LEPF,EDD,Educational Administration (EDD),2016,45
LEPF,EDS,Educational Administration (EDS),2025,54
LEPF,EDS,Educational Administration (EDS),2024,48
LEPF,EDS,Educational Administration (EDS),2023,46
LEPF,EDS,Educational Administration (EDS),2022,32
LEPF,EDS,Educational Administration (EDS),2021,45
LEPF,EDS,Educational Administration (EDS),2020,40
LEPF,EDS,Educational Administration (EDS),2019,40
LEPF,EDS,Educational Administration (EDS),2018,47
LEPF,EDS,Educational Administration (EDS),2017,32
LEPF,EDS,Educational Administration (EDS),2016,25
LEPF,MSED,School Business Management (MSED),2025,43
LEPF,MSED,Educational Administration (MSED),2025,48
LEPF,MSED,School Business Management (MSED),2024,41
LEPF,MSED,Educational Administration (MSED),2024,58
LEPF,MSED,School Business Management (MSED),2023,38
LEPF,MSED,Educational Administration (MSED),2023,59
LEPF,MSED,School Business Management (MSED),2022,37
LEPF,MSED,Educational Psychology (MSED),2022,2
LEPF,MSED,Educational Administration (MSED),2022,53
LEPF,MSED,School Business Management (MSED),2021,20
LEPF,MSED,Educational Administration (MSED),2021,43
LEPF,MSED,School Business Management (MSED),2020,33
LEPF,MSED,Educational Psychology (MSED),2020,2
LEPF,MSED,Educational Administration (MSED),2020,21
LEPF,MSED,School Business Management (MSED),2019,29
LEPF,MSED,Educational Psychology (MSED),2019,4
LEPF,MSED,Educational Administration (MSED),2019,32
LEPF,MSED,School Business Management (MSED),2018,21
LEPF,MSED,Educational Psychology (MSED),2018,9
LEPF,MSED,Educational Administration (MSED),2018,47
LEPF,MSED,School Business Management (MSED),2017,16
LEPF,MSED,Foundations of Education (MSED),2017,1
LEPF,MSED,Educational Psychology (MSED),2017,8
LEPF,MSED,Educational Administration (MSED),2017,50
LEPF,MSED,School Business Management (MSED),2016,23
LEPF,MSED,Foundations of Education (MSED),2016,4
LEPF,MSED,Educational Psychology (MSED),2016,7
LEPF,MSED,Educational Administration (MSED),2016,55
LEPF,PHD,Educational Psychology: Behavior Analysis (PHD),2025,3
LEPF,PHD,Educational Psychology (PHD),2025,22
LEPF,PHD,Educational Psychology: Behavior Analysis (PHD),2024,4
LEPF,PHD,Educational Psychology (PHD),2024,21
LEPF,PHD,Educational Psychology: Behavior Analysis (PHD),2023,1
LEPF,PHD,Educational Psychology (PHD),2023,23
LEPF,PHD,Educational Psychology: Behavior Analysis (PHD),2022,1
LEPF,PHD,Educational Psychology (PHD),2022,24
LEPF,PHD,Educational Psychology: Behavior Analysis (PHD),2021,1
LEPF,PHD,Educational Psychology (PHD),2021,24
LEPF,PHD,Educational Psychology (PHD),2020,26
LEPF,PHD,Educational Psychology (PHD),2019,21
LEPF,PHD,Educational Psychology (PHD),2018,24
LEPF,PHD,Educational Psychology (PHD),2017,18
LEPF,PHD,Educational Psychology (PHD),2016,13
MATH,BS,Mathematics - Mathematics Education (BS),2025,41
MATH,BS,Mathematics - General Mathematics (BS),2025,19
MATH,BS,Mathematics - Computational Math (BS),2025,6
MATH,BS,Mathematics - Applied Mathematics (BS),2025,26
MATH,BS,Mathematics - Mathematics Education (BS),2024,35
MATH,BS,Mathematics - General Mathematics (BS),2024,23
MATH,BS,Mathematics - Computational Math (BS),2024,3
MATH,BS,Mathematics - Applied Mathematics (BS),2024,23
MATH,BS,Mathematics - Mathematics Education (BS),2023,30
MATH,BS,Mathematics - General Mathematics (BS),2023,23
MATH,BS,Mathematics - Computational Math (BS),2023,7
MATH,BS,Mathematics - Applied Mathematics (BS),2023,13
MATH,BS,Actuarial Science (BS),2023,1
MATH,BS,Mathematics - Probability & Statistics (BS),2022,2
MATH,BS,Mathematics - Mathematics Education (BS),2022,33
MATH,BS,Mathematics - General Mathematics (BS),2022,19
MATH,BS,Mathematics - Computational Math (BS),2022,4
MATH,BS,Mathematics - Applied Mathematics (BS),2022,13
MATH,BS,Mathematics - Probability & Statistics (BS),2021,3
MATH,BS,Mathematics - Mathematics Education (BS),2021,54
MATH,BS,Mathematics - General Mathematics (BS),2021,19
MATH,BS,Mathematics - Computational Math (BS),2021,10
MATH,BS,Mathematics - Applied Mathematics (BS),2021,14
MATH,BS,Mathematics - Probability & Statistics (BS),2020,7
MATH,BS,Mathematics - Mathematics Education (BS),2020,58
MATH,BS,Mathematics - General Mathematics (BS),2020,23
MATH,BS,Mathematics - Computational Math (BS),2020,13
MATH,BS,Mathematics - Applied Mathematics (BS),2020,17
MATH,BS,Mathematics - Probability & Statistics (BS),2019,51
MATH,BS,Mathematics - Mathematics Education (BS),2019,58
MATH,BS,Mathematics - General Mathematics (BS),2019,17
MATH,BS,Mathematics - Computational Math (BS),2019,7
MATH,BS,Mathematics - Applied Mathematics (BS),2019,16
MATH,BS,Mathematics - Probability & Statistics (BS),2018,40
MATH,BS,Mathematics - Mathematics Education (BS),2018,63
MATH,BS,Mathematics - General Mathematics (BS),2018,30
MATH,BS,Mathematics - Computational Math (BS),2018,3
MATH,BS,Mathematics - Applied Mathematics (BS),2018,20
MATH,BS,Mathematics - Probability & Statistics (BS),2017,34
MATH,BS,Mathematics - Mathematics Education (BS),2017,68
MATH,BS,Mathematics - General Mathematics (BS),2017,26
MATH,BS,Mathematics - Computational Math (BS),2017,4
MATH,BS,Mathematics - Applied Mathematics (BS),2017,17
MATH,BS,Mathematics - Probability & Statistics (BS),2016,20
MATH,BS,Mathematics - Mathematics Education (BS),2016,84
MATH,BS,Mathematics - General Mathematics (BS),2016,21
MATH,BS,Mathematics - Computational Math (BS),2016,8
MATH,BS,Mathematics - Applied Mathematics (BS),2016,17
MATH,MS,Mathematics - Pure Mathematics (MS),2025,3
MATH,MS,Mathematics - Mathematics Education (MS),2025,5
MATH,MS,Mathematics - Computational Mathematics (MS),2025,3
MATH,MS,Mathematics - Applied Mathematics (MS),2025,4
MATH,MS,Mathematics - Pure Mathematics (MS),2024,2
MATH,MS,Mathematics - Mathematics Education (MS),2024,10
MATH,MS,Mathematics - Computational Mathematics (MS),2024,2
MATH,MS,Mathematics - Applied Mathematics (MS),2024,4
MATH,MS,Mathematics - Pure Mathematics (MS),2023,3
MATH,MS,Mathematics - Mathematics Education (MS),2023,8
MATH,MS,Mathematics - Computational Mathematics (MS),2023,3
MATH,MS,Mathematics - Applied Mathematics (MS),2023,3
MATH,MS,Mathematics - Pure Mathematics (MS),2022,4
MATH,MS,Mathematics - Mathematics Education (MS),2022,8
MATH,MS,Mathematics - Computational Mathematics (MS),2022,2
MATH,MS,Mathematics - Applied Mathematics (MS),2022,2
MATH,MS,Mathematics - Pure Mathematics (MS),2021,6
MATH,MS,Mathematics - Mathematics Education (MS),2021,1
MATH,MS,Mathematics - Computational Mathematics (MS),2021,2
MATH,MS,Mathematics - Applied Mathematics (MS),2021,3
MATH,MS,Mathematics - Pure Mathematics (MS),2020,5
MATH,MS,Mathematics - Mathematics Education (MS),2020,1
MATH,MS,Mathematics - Computational Mathematics (MS),2020,1
MATH,MS,Mathematics - Applied Mathematics (MS),2020,8
MATH,MS,Mathematics - Pure Mathematics (MS),2019,5
MATH,MS,Mathematics - Mathematics Education (MS),2019,2
MATH,MS,Mathematics - Applied Mathematics (MS),2019,5
MATH,MS,Mathematics - Pure Mathematics (MS),2018,8
MATH,MS,Mathematics - Mathematics Education (MS),2018,7
MATH,MS,Mathematics - Computational Mathematics (MS),2018,1
MATH,MS,Mathematics - Applied Mathematics (MS),2018,6
MATH,MS,Mathematics - Pure Mathematics (MS),2017,11
MATH,MS,Mathematics - Mathematics Education (MS),2017,6
MATH,MS,Mathematics - Computational Mathematics (MS),2017,2
MATH,MS,Mathematics - Applied Mathematics (MS),2017,4
MATH,MS,Mathematics - Pure Mathematics (MS),2016,15
MATH,MS,Mathematics - Mathematics Education (MS),2016,4
MATH,MS,Mathematics - Computational Mathematics (MS),2016,2
MATH,MS,Mathematics - Applied Mathematics (MS),2016,2
MATH,MSTCH,Middle School Mathematics Education (MSTCH),2023,1
MATH,MSTCH,Middle School Mathematics Education (MSTCH),2022,1
MATH,MSTCH,Middle School Mathematics Education (MSTCH),2019,1
MATH,MSTCH,Middle School Mathematics Education (MSTCH),2018,1
MATH,MSTCH,Middle School Mathematics Education (MSTCH),2016,1
MATH,PHD,Mathematical Science (PHD),2025,28
MATH,PHD,Mathematical Science (PHD),2024,29
MATH,PHD,Mathematical Science (PHD),2023,30
MATH,PHD,Mathematical Science (PHD),2022,30
MATH,PHD,Mathematical Science (PHD),2021,32
MATH,PHD,Mathematical Science (PHD),2020,33
MATH,PHD,Mathematical Science (PHD),2019,36
MATH,PHD,Mathematical Science (PHD),2018,32
MATH,PHD,Mathematical Science (PHD),2017,35
MATH,PHD,Mathematical Science (PHD),2016,42
MEE,BS,Mechanical Engineering: Sustainable Energy (BS),2025,15
MEE,BS,Mechanical Engineering: Advanced Computing (BS),2025,9
MEE,BS,Mechanical Engineering-Robotics and Controls (BS),2025,36
MEE,BS,Mechanical Engineering (BS),2025,485
MEE,BS,Mechanical Engineering: Sustainable Energy (BS),2024,7
MEE,BS,Mechanical Engineering: Advanced Computing (BS),2024,11
MEE,BS,Mechanical Engineering-Robotics and Controls (BS),2024,28
